Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Credit Score Outlier,Credit Score NaN,Current Loan Amount Outlier,Maximum Open Credit Outlier,Annual Income NaN,Years in current job NaN,Bankruptcies NaN,Home Ownership Outlier,Years of Credit History Outlier,Monthly Debt Outlier,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business,Purpose_educational expenses,Purpose_entertainment,Purpose_needs,Purpose_other,Purpose_purchase,Purpose_renewable energy,Years in current Cat,Credit Score Cat,Monthly Income,Monthly Inc Debt Diff,Current Loan and Monthly Income Diff
Rent,1243284.0,10,0.0,8.0,25.3,531542.0,2.0,1.0,needs,,531542.0,116128.0,10288.0,739.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,103607.0,93319.0,427935.0
Rent,1168386.0,10,0.0,8.0,15.0,187000.0,0.0,0.0,needs,,184250.0,127737.0,4984.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,97365.5,92381.5,86884.5
Home Mortgage,1168386.0,8,0.0,10.0,20.8,1027730.0,0.0,0.0,needs,,220550.0,232560.0,16500.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,97365.5,80865.5,123184.5
Rent,965865.0,4,0.0,15.0,9.7,612304.0,0.0,0.0,needs,,489280.0,204649.0,11752.0,697.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,80488.75,68736.75,408791.25
Rent,1043670.0,3,0.0,7.0,17.0,567886.0,0.0,0.0,needs,,345268.0,373730.0,18003.0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,86972.5,68969.5,258295.5
Home Mortgage,1108498.0,6,0.0,9.0,18.0,6658762.0,0.0,0.0,needs,,531124.0,609577.0,27435.0,751.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.0,92374.83333333333,64939.83333333333,438749.1666666667
Home Mortgage,1168386.0,10,0.0,8.0,20.9,680636.0,0.0,0.0,needs,,308550.0,473784.0,17210.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,80155.5,211184.5
Rent,1022200.0,10,0.0,8.0,30.4,553806.0,0.0,0.0,needs,,223322.0,287451.0,9796.0,709.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,85183.33333333333,75387.33333333333,138138.6666666667
Home Mortgage,1168386.0,2,0.0,14.0,21.0,2122758.0,0.0,0.0,needs,,567490.0,291498.0,41571.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,97365.5,55794.5,470124.5
Home Mortgage,980685.0,10,0.0,12.0,36.5,260392.0,2.0,1.0,entertainment,,21846.0,68362.0,24109.0,721.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2.0,81723.75,57614.75,-59877.75
Rent,720404.0,10,0.0,9.0,14.0,498344.0,0.0,0.0,needs,,349580.0,347757.0,20051.0,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,60033.666666666664,39982.666666666664,289546.3333333333
Rent,732469.0,3,0.0,10.0,12.8,307956.0,0.0,0.0,needs,,287364.0,238032.0,8790.0,713.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,61039.083333333336,52249.083333333336,226324.91666666666
Home Mortgage,744439.0,8,0.0,12.0,14.4,375782.0,0.0,0.0,needs,,67166.0,149929.0,14206.0,731.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,62036.583333333336,47830.583333333336,5129.416666666664
Home Mortgage,779703.0,9,0.0,9.0,14.9,435908.0,0.0,0.0,needs,,396352.0,185972.0,9746.0,685.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1.0,64975.25,55229.25,331376.75
Home Mortgage,1405335.0,10,0.0,12.0,12.9,879164.0,1.0,1.0,needs,,433928.0,374319.0,21314.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,117111.25,95797.25,316816.75
Home Mortgage,1557753.0,10,0.0,14.0,18.5,958100.0,0.0,0.0,needs,,173844.0,421173.0,33232.0,750.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,129812.75,96580.75,44031.25
Rent,1677472.0,8,0.0,8.0,24.5,954272.0,0.0,0.0,needs,,309573.0,711227.0,34388.0,726.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3.0,139789.33333333334,105401.33333333334,169783.66666666666
Home Mortgage,1129322.0,4,0.0,11.0,20.7,442200.0,1.0,1.0,needs,,338184.0,133665.0,15905.0,748.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,94110.16666666667,78205.16666666667,244073.8333333333
Rent,310555.0,10,0.0,11.0,14.7,342782.0,0.0,0.0,needs,,106656.0,240692.0,10093.0,615.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,-1.0,25879.583333333332,15786.583333333332,80776.41666666667
Home Mortgage,855969.0,10,0.0,10.0,22.0,495022.0,0.0,0.0,needs,,495022.0,332158.0,12982.0,655.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0.0,71330.75,58348.75,423691.25
Home Mortgage,2586546.0,3,0.0,16.0,17.8,1531332.0,0.0,0.0,needs,,532444.0,1011731.0,51300.0,735.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,215545.5,164245.5,316898.5
Rent,1168386.0,5,0.0,10.0,12.9,326370.0,0.0,0.0,needs,,326370.0,151715.0,12496.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,97365.5,84869.5,229004.5
Rent,857831.0,2,0.0,8.0,11.7,220726.0,0.0,0.0,needs,,220726.0,61370.0,4403.0,724.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,71485.91666666667,67082.91666666667,149240.0833333333
Home Mortgage,1405335.0,7,0.0,6.0,13.5,905036.0,0.0,0.0,other,,309573.0,5472.0,7530.0,750.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4.0,117111.25,109581.25,192461.75
Rent,1168386.0,10,0.0,9.0,11.6,591008.0,0.0,0.0,needs,,157124.0,182723.0,11874.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,97365.5,85491.5,59758.5
Home Mortgage,1267395.0,3,0.0,11.0,11.8,309573.0,1.0,0.0,needs,,309573.0,34124.0,25559.0,719.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,105616.25,80057.25,203956.75
Home Mortgage,2939414.0,1,0.0,22.0,15.6,1676136.0,0.0,0.0,needs,,307406.0,579025.0,37967.0,736.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,244951.16666666666,206984.16666666666,62454.83333333334
Home Mortgage,3297070.0,10,0.0,9.0,20.5,885522.0,0.0,0.0,needs,,654456.0,198835.0,3929.0,744.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,274755.8333333333,270826.8333333333,379700.1666666667
Rent,284810.0,10,0.0,13.0,19.5,198110.0,1.0,0.0,needs,,43978.0,63137.0,5221.0,746.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,23734.166666666668,18513.166666666668,20243.833333333332
Home Mortgage,1328803.0,3,0.0,6.0,23.4,534182.0,0.0,0.0,needs,,534182.0,57722.0,25136.0,702.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,110733.58333333333,85597.58333333333,423448.4166666667
Rent,1647946.0,3,0.0,7.0,17.7,159346.0,0.0,0.0,other,,134684.0,97147.0,17166.0,702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,137328.83333333334,120162.83333333334,-2644.833333333343
Rent,1168386.0,3,0.0,5.0,13.3,316294.0,1.0,1.0,other,,133672.0,84132.0,10199.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,97365.5,87166.5,36306.5
Rent,1037894.0,5,0.0,8.0,12.5,572286.0,0.0,0.0,needs,,393316.0,219944.0,17990.0,679.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,86491.16666666667,68501.16666666667,306824.8333333333
Rent,1247844.0,10,0.0,9.0,11.1,613492.0,0.0,0.0,needs,,444576.0,334324.0,14246.0,722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,103987.0,89741.0,340589.0
Home Mortgage,1168386.0,10,0.0,19.0,25.9,1419858.0,0.0,0.0,needs,,669240.0,1016557.0,48679.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,48686.5,571874.5
Rent,1512096.0,2,0.0,9.0,30.3,784234.0,0.0,0.0,needs,,309573.0,150366.0,12853.0,751.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.0,126008.0,113155.0,183565.0
Rent,1831543.0,10,0.0,16.0,17.7,745536.0,0.0,0.0,needs,,89298.0,424954.0,35868.0,724.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,152628.58333333334,116760.58333333334,-63330.58333333334
Rent,1213264.0,10,0.0,21.0,16.1,540320.0,0.0,0.0,needs,,540320.0,233206.0,20423.0,716.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,101105.33333333333,80682.33333333333,439214.6666666667
Home Mortgage,1433987.0,10,0.0,18.0,30.2,1338986.0,0.0,0.0,needs,,269258.0,238222.0,5139.0,741.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,119498.91666666667,114359.91666666667,149759.0833333333
Home Mortgage,2169933.0,7,0.0,10.0,12.7,486112.0,0.0,0.0,needs,,486112.0,53580.0,46653.0,745.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,180827.75,134174.75,305284.25
Rent,768797.0,10,0.0,7.0,16.6,628980.0,0.0,0.0,needs,,130262.0,127661.0,10424.0,751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,-1.0,64066.416666666664,53642.416666666664,66195.58333333334
Rent,944585.0,10,0.0,11.0,13.7,393360.0,0.0,0.0,needs,,147114.0,77805.0,3589.0,736.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,78715.41666666667,75126.41666666667,68398.58333333333
Rent,846374.0,3,0.0,15.0,13.6,357280.0,0.0,0.0,needs,,144276.0,189145.0,16010.0,727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,70531.16666666667,54521.16666666667,73744.83333333333
Rent,927200.0,4,0.0,11.0,16.0,431090.0,0.0,0.0,business,,214720.0,141094.0,14372.0,711.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2.0,77266.66666666667,62894.66666666667,137453.3333333333
Home Mortgage,927181.0,7,0.0,13.0,15.0,396726.0,0.0,0.0,needs,,245938.0,182951.0,24107.0,687.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1.0,77265.08333333333,53158.08333333333,168672.9166666667
Rent,758328.0,2,0.0,10.0,9.0,265364.0,0.0,0.0,needs,,263428.0,92359.0,11122.0,744.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,63194.0,52072.0,200234.0
Home Mortgage,766688.0,10,0.0,14.0,17.0,668514.0,0.0,0.0,needs,,157014.0,368353.0,21851.0,696.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,63890.666666666664,42039.666666666664,93123.33333333334
Rent,1070004.0,3,0.0,12.0,19.1,1769130.0,0.0,0.0,needs,,434720.0,557688.0,18458.0,729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,89167.0,70709.0,345553.0
Home Mortgage,1730007.0,10,0.0,16.0,16.4,745690.0,0.0,0.0,needs,,309573.0,321366.0,18165.0,744.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,144167.25,126002.25,165405.75
Home Mortgage,1040383.0,10,0.0,8.0,19.1,258148.0,1.0,0.0,needs,,258148.0,50654.0,11618.0,678.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,86698.58333333333,75080.58333333333,171449.4166666667
Rent,1032669.0,10,0.0,13.0,18.0,793430.0,0.0,0.0,needs,,422312.0,500232.0,24182.0,674.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.0,86055.75,61873.75,336256.25
Home Mortgage,1093982.0,5,0.0,23.0,22.5,540540.0,0.0,0.0,needs,,107360.0,97565.0,18415.0,723.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,91165.16666666667,72750.16666666667,16194.833333333328
Home Mortgage,1349019.0,10,0.0,14.0,23.3,325820.0,0.0,0.0,needs,,133892.0,126901.0,33163.0,735.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3.0,112418.25,79255.25,21473.75
Rent,1168386.0,2,0.0,6.0,28.5,725010.0,0.0,0.0,other,,32186.0,560405.0,13463.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,97365.5,83902.5,-65179.5
Home Mortgage,1455856.0,9,0.0,10.0,19.2,429484.0,0.0,0.0,needs,,429484.0,99769.0,24386.0,725.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2.0,121321.33333333333,96935.33333333333,308162.6666666667
Own Home,1517568.0,10,0.0,14.0,24.7,1803560.0,0.0,0.0,needs,,788480.0,876945.0,26178.0,729.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3.0,126464.0,100286.0,662016.0
Rent,869877.0,3,0.0,7.0,12.3,228294.0,0.0,0.0,needs,,228294.0,101137.0,22109.0,660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,72489.75,50380.75,155804.25
Home Mortgage,5038534.0,1,0.0,7.0,26.6,1518066.0,0.0,0.0,needs,,770550.0,899384.0,68440.0,730.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,419877.8333333333,351437.8333333333,350672.1666666667
Own Home,618488.0,0,0.0,12.0,15.7,258368.0,0.0,0.0,needs,,258368.0,92815.0,3371.0,691.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,51540.666666666664,48169.666666666664,206827.33333333334
Rent,669408.0,10,0.0,4.0,15.5,334092.0,0.0,0.0,needs,,334092.0,184319.0,5634.0,730.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3.0,55784.0,50150.0,278308.0
Home Mortgage,2149109.0,10,0.0,4.0,17.1,806300.0,0.0,0.0,needs,,430672.0,123956.0,10369.0,750.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,179092.41666666666,168723.41666666666,251579.58333333334
Home Mortgage,1347613.0,2,0.0,17.0,23.7,583440.0,0.0,0.0,needs,,309573.0,381444.0,24594.0,712.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,112301.08333333333,87707.08333333333,197271.9166666667
Home Mortgage,1456369.0,10,0.0,29.0,19.8,1054944.0,0.0,0.0,needs,,259424.0,613168.0,32890.0,677.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,121364.08333333333,88474.08333333333,138059.9166666667
Home Mortgage,1168386.0,5,0.0,8.0,17.6,265408.0,0.0,0.0,needs,,86328.0,114152.0,9093.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,88272.5,-11037.5
Rent,758632.0,4,1.0,10.0,10.9,217206.0,1.0,0.0,needs,,65890.0,65474.0,5797.0,738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,63219.333333333336,57422.333333333336,2670.6666666666642
Own Home,1711881.0,10,6.0,12.0,15.4,551166.0,6.0,0.0,needs,,313654.0,295602.0,36092.0,741.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4.0,142656.75,106564.75,170997.25
Rent,1168386.0,5,0.0,12.0,10.4,242066.0,0.0,0.0,needs,,65494.0,63764.0,1282.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,97365.5,96083.5,-31871.5
Home Mortgage,1136751.0,5,0.0,9.0,16.4,320122.0,0.0,0.0,other,,181720.0,236379.0,21314.0,741.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,94729.25,73415.25,86990.75
Rent,1133274.0,5,0.0,8.0,18.0,575740.0,0.0,0.0,needs,,575740.0,164578.0,29937.0,621.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.0,94439.5,64502.5,481300.5
Home Mortgage,1125180.0,10,0.0,10.0,16.3,240658.0,0.0,0.0,needs,,162866.0,142994.0,12940.0,733.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3.0,93765.0,80825.0,69101.0
Home Mortgage,1598052.0,10,0.0,17.0,20.6,2422068.0,0.0,0.0,needs,,435380.0,1020794.0,31029.0,745.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,133171.0,102142.0,302209.0
Rent,500574.0,10,0.0,6.0,26.4,451902.0,1.0,1.0,needs,,53504.0,87818.0,2561.0,747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,41714.5,39153.5,11789.5
Rent,1156511.0,3,0.0,11.0,14.1,590986.0,0.0,0.0,needs,,590986.0,268926.0,22061.0,613.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.0,96375.91666666667,74314.91666666667,494610.0833333333
Rent,1151856.0,2,0.0,9.0,15.0,464266.0,0.0,0.0,needs,,324544.0,248995.0,29180.0,681.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,95988.0,66808.0,228556.0
Rent,967347.0,9,0.0,33.0,16.0,783530.0,0.0,0.0,needs,,425414.0,467590.0,19669.0,695.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1.0,80612.25,60943.25,344801.75
Home Mortgage,1422435.0,7,0.0,27.0,23.6,561396.0,0.0,0.0,needs,,329406.0,132354.0,21455.0,732.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,118536.25,97081.25,210869.75
Home Mortgage,2781885.0,10,0.0,14.0,18.0,1766688.0,0.0,0.0,needs,,751608.0,96121.0,33614.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,231823.75,198209.75,519784.25
Home Mortgage,1095996.0,5,0.0,12.0,14.5,512072.0,0.0,0.0,other,,512072.0,164863.0,22377.0,736.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,91333.0,68956.0,420739.0
Rent,1168386.0,10,0.0,9.0,24.6,793826.0,0.0,0.0,needs,,438592.0,624549.0,20833.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4.0,97365.5,76532.5,341226.5
Rent,1749501.0,3,0.0,4.0,23.5,405152.0,0.0,0.0,needs,,405152.0,247589.0,14302.0,731.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,145791.75,131489.75,259360.25
Home Mortgage,1903154.0,10,0.0,17.0,13.3,708290.0,0.0,0.0,needs,,449724.0,494874.0,46627.0,741.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,158596.16666666666,111969.16666666666,291127.8333333334
Rent,1168386.0,4,0.0,15.0,17.0,871222.0,0.0,0.0,needs,,648054.0,365674.0,22387.0,740.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,97365.5,74978.5,550688.5
Rent,741912.0,2,0.0,9.0,9.3,678326.0,0.0,0.0,needs,,279202.0,319276.0,15147.0,738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,61826.0,46679.0,217376.0
Home Mortgage,907706.0,7,0.0,8.0,6.6,356906.0,0.0,0.0,business,,356906.0,33535.0,13162.0,612.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,-1.0,75642.16666666667,62480.16666666667,281263.8333333333
Home Mortgage,1734453.0,10,0.0,10.0,36.9,449152.0,0.0,0.0,needs,,446292.0,330885.0,31943.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,144537.75,112594.75,301754.25
Rent,1008938.0,3,0.0,10.0,12.4,319110.0,0.0,0.0,needs,,224664.0,152418.0,21524.0,730.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,84078.16666666667,62554.16666666667,140585.8333333333
Home Mortgage,1484793.0,10,0.0,13.0,47.0,480084.0,0.0,0.0,needs,,160754.0,172482.0,17941.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,123732.75,105791.75,37021.25
Home Mortgage,1168386.0,4,0.0,8.0,11.4,643896.0,0.0,0.0,other,,643896.0,0.0,10418.0,740.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,97365.5,86947.5,546530.5
Home Mortgage,8710740.0,2,2.0,15.0,16.5,3162896.0,2.0,0.0,needs,,560340.0,1663545.0,40215.0,735.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,725895.0,685680.0,-165555.0
Rent,412205.0,1,0.0,12.0,29.0,903386.0,0.0,0.0,needs,,190036.0,212990.0,9343.0,727.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,34350.416666666664,25007.416666666664,155685.58333333334
Home Mortgage,2054869.0,8,0.0,18.0,14.4,2009370.0,0.0,0.0,needs,,264374.0,1112374.0,39214.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,171239.08333333334,132025.08333333334,93134.91666666666
Home Mortgage,2334150.0,6,0.0,8.0,10.9,536382.0,0.0,0.0,needs,,421080.0,303430.0,29566.0,691.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0,194512.5,164946.5,226567.5
Rent,795530.0,1,0.0,16.0,11.8,405680.0,0.0,0.0,needs,,288398.0,259616.0,12264.0,720.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,66294.16666666667,54030.16666666667,222103.8333333333
Home Mortgage,1211478.0,10,0.0,14.0,28.9,2763376.0,0.0,0.0,needs,,500434.0,517883.0,15043.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,100956.5,85913.5,399477.5
Rent,1168386.0,9,0.0,17.0,16.8,983444.0,0.0,0.0,needs,,437316.0,377112.0,15011.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4.0,97365.5,82354.5,339950.5
Home Mortgage,967100.0,1,0.0,7.0,9.4,309573.0,1.0,1.0,needs,,309573.0,48032.0,9026.0,714.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,80591.66666666667,71565.66666666667,228981.3333333333
Home Mortgage,1488289.0,7,0.0,15.0,15.4,465960.0,1.0,1.0,needs,,309573.0,187929.0,35099.0,726.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3.0,124024.08333333333,88925.08333333333,185548.9166666667
Rent,1168386.0,0,0.0,4.0,18.2,122166.0,0.0,0.0,entertainment,,22220.0,69008.0,13036.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,97365.5,84329.5,-75145.5
Home Mortgage,1452645.0,10,0.0,18.0,15.6,1121010.0,0.0,0.0,needs,,269126.0,190722.0,11306.0,744.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,121053.75,109747.75,148072.25
Home Mortgage,1470999.0,4,0.0,12.0,24.6,1779646.0,0.0,0.0,needs,,456632.0,1126586.0,38491.0,748.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,122583.25,84092.25,334048.75
Home Mortgage,1460340.0,5,0.0,7.0,21.3,1001990.0,0.0,0.0,needs,,315634.0,542583.0,13301.0,748.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,121695.0,108394.0,193939.0
Home Mortgage,1526384.0,8,0.0,11.0,16.9,415888.0,0.0,0.0,needs,,415888.0,232617.0,24041.0,692.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1.0,127198.66666666667,103157.66666666667,288689.3333333333
Rent,503082.0,1,0.0,4.0,9.5,264484.0,0.0,0.0,needs,,119306.0,214719.0,4360.0,723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,41923.5,37563.5,77382.5
Rent,1026513.0,2,0.0,6.0,20.0,828124.0,0.0,0.0,other,,518650.0,609349.0,16390.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,85542.75,69152.75,433107.25
Home Mortgage,952375.0,10,0.0,2.0,13.7,308220.0,0.0,0.0,needs,,308220.0,115121.0,11508.0,736.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,79364.58333333333,67856.58333333333,228855.4166666667
